OID_,_FID,Shape_Leng,fclass,_OID,HOP,POD,DIS_BUS,DIS_MTR,POI_COM,POI_SHOP,POI_SCE,POI_EDU,POI_MED,PR,TD,OPEN,CAR,GREN,ENCL,WAL,IMA,COMP,PM2_5,PM10,CO,TD_label
21,21.0,397.063,motorway,21.0,13065.0,19.951219512195124,221.0088264737736,5088.582400574961,13.0,6.0,0.0,2.0,0.0,0.466495468713265,0.0,0.1472031926535,0.002798866363895,0.03877416403897,0.14058271874678,0.058540980260903,0.00023296310241,1.648086027521,1.380773610284386,2.846690485215309,0.034533522874679,none
22,22.0,9.17689,motorway,22.0,13065.0,23.047619047619047,55.08170288519646,4885.406620588387,7.0,1.0,0.0,1.0,0.0,0.375014453710176,0.0,0.210914703736667,0.010909360096647,0.030859522072667,0.094638542977933,0.001406220777756,0.000969453987829,1.656382619876667,1.380772103102331,2.846629490274226,0.034533957112762,none
23,23.0,17.6444,primary,23.0,13065.0,23.047619047619047,47.3623871362207,4888.875568275421,6.0,1.0,0.0,1.0,0.0,0.371602669954897,0.0,0.206871185915667,0.012318561354813,0.035505302459833,0.105560395423367,0.031386369598313,0.000496370246612,1.735564267513333,1.380780704211287,2.846721715461377,0.034533274491865,none
24,24.0,395.969,residential,24.0,13065.0,20.487179487179485,214.06922384575816,5085.565786364496,12.0,5.0,0.0,3.0,0.0,0.463860021213679,0.0,0.10782540562635,0.000458192633817,0.030415485182933,0.121088187484208,0.064401925669429,0.000236572510746,1.548757460664167,1.380795413538732,2.846796523730856,0.034532688927969,none
25,25.0,17.2368,primary,25.0,13065.0,23.047619047619047,45.85026815189112,4879.751749682294,7.0,1.0,0.0,1.0,0.0,0.395999202957578,0.0,0.200736907591,0.00575495340738,0.02814934052615,0.076246976306,0.039813011423762,0.000770109245578,1.711403197715,1.380785359088882,2.846692411563139,0.034533460952719,none
26,26.0,9.08933,residential,26.0,13065.0,23.75,37.70855549588991,4883.236027314637,7.0,1.0,0.0,1.0,0.0,0.404639701097766,0.041666666666667,0.173752382577,0.00362938570689,0.0350021913827,0.0644583180461,0.0833908118041,0.000309404120387,1.71674545349,1.380787246813231,2.846702013811582,0.03453338579223,low
27,27.0,181.886,motorway,27.0,13065.0,22.103448275862068,102.04411720674686,4789.910635254816,8.0,1.0,0.0,2.0,0.0,0.489856875285732,0.0,0.128109361273067,0.00134718561747,0.0354093375455,0.069254484817183,0.008577894188158,0.000544536544617,1.534549268926667,1.380897126733577,2.846203082813648,0.034536434318555,none
28,28.0,181.301,residential,28.0,13065.0,20.642857142857142,98.8200851644988,4788.878551358596,8.0,6.0,0.0,2.0,0.0,0.49290151059991,0.0,0.11433752588468,0.0,0.03633474326996,0.06793386477544,0.010197885250304,0.000426363657756,1.525306627494,1.380931183165647,2.846387032050155,0.034535003155762,none
29,29.0,267.25,motorway,29.0,13064.999999999996,15.125,316.92990676110594,4565.840393622241,6.0,8.0,0.0,2.0,0.0,0.396548930864536,0.0,0.150427311459333,0.00460010615378,0.030639485023422,0.069733096397722,0.007991343652159,0.000384880995335,1.59126414044,1.381071173708273,2.845513233072986,0.034540558244682,none
30,30.0,209.946,residential,30.0,10319.0,10.1,109.31861469076388,5799.391995836027,5.0,4.0,0.0,0.0,2.0,0.569214321361139,0.0,0.0340635000941,0.00854198042169,0.027495970209,0.209423318488,0.159448745178,0.000448571630271,1.49814678519,1.380341670445505,2.850017013468647,0.034511958695547,none
31,31.0,162.499,residential,31.0,8359.104923279185,10.56,465.8237790650375,6035.4188038771645,1.0,0.0,0.0,1.0,0.0,0.130107265798417,0.0,0.6051929887518,0.002521560852786,0.10861272237388,0.4808253248916,0.4372686030686,0.000189429593374,1.33815601311,1.378116498864151,2.856403765837347,0.034476307500851,none
32,32.0,1026.29,motorway,32.0,9175.242681926986,6.101449275362318,848.271627713916,3923.983445709276,8.0,1.0,0.0,2.0,0.0,0.317321572417428,0.0,0.4147319747742,0.007900890672058,0.025196636153998,0.13104231851416,0.0,0.000285909262048,1.424912300386,1.381808603330689,2.843117768062032,0.034554330150875,none
33,33.0,100.985,residential,33.0,9129.07400808631,15.5,391.944808104889,6010.861044703682,0.0,0.0,0.0,1.0,0.0,0.210696628964105,0.0,0.656378835655,0.000198548098645,0.0724588784827,0.362919414594,0.3878499638524,2.206089985e-06,1.19734079711,1.378206588765963,2.856538486294387,0.034474990945914,none
34,34.0,83.7048,residential,34.0,9147.439804368163,10.538461538461538,401.2597138484984,5983.021260580119,0.0,0.0,0.0,2.0,0.0,0.1721252276195,0.0,0.558790582250667,0.00131286866215,0.0710213902485,0.535564664033667,0.46261245788,0.000368662148594,1.321419538683333,1.378105071562848,2.856713767307765,0.034474179161961,none
35,35.0,85.48,residential,35.0,9050.594136723312,11.208333333333334,431.78900267856034,5974.542812944913,0.0,0.0,0.0,2.0,0.0,0.174187278440193,0.0,0.54375534364,0.00234115171624,0.090692114159667,0.540967736401333,0.322327449912333,0.00058620713322,1.34821697836,1.378105071562848,2.856713767307765,0.034474179161961,none
36,36.0,303.412,tertiary,36.0,5371.0,11.852941176470589,160.35805121580583,6579.524221512258,1.0,12.0,0.0,0.0,2.0,0.153755357058074,0.0,0.58952129318075,0.002988516566264,0.202740772660925,0.522538102056625,0.010731390669519,0.003347144069437,1.187653353769875,1.379342352155947,2.854826886856918,0.034482322767102,none
37,37.0,6.92311,residential,37.0,9420.164104127189,11.714285714285714,386.67940320797607,5947.2318015065775,0.0,0.0,0.0,2.0,0.0,0.215752864409749,0.0,0.56158667874625,0.000751357480705,0.057248035109175,0.52924133341775,0.24721615174325,0.000613017254564,1.282527055355,1.378112130642411,2.856736598702792,0.034473989861189,none
38,38.0,51.3117,primary,38.0,5371.0,5.090909090909091,179.8947134288997,6470.728831943165,0.0,1.0,0.0,0.0,0.0,0.059010882343003,0.0,0.707673957549,0.005285423922255,0.1130724068145,0.245437082821,0.010010123405,0.000238625400037,0.9704560936135,1.37938245544655,2.854785849293507,0.034482445524325,none
39,39.0,38.4604,primary,39.0,5371.000000000001,4.791666666666667,222.01813024300583,6446.254813122643,0.0,1.0,0.0,0.0,0.0,0.043046636275357,0.0,0.708808868285667,0.005426491120733,0.110335139385333,0.241064721232667,0.021673023180133,0.000475412391754,1.001692126781333,1.379336082866733,2.854979977651278,0.034481274289738,none
40,40.0,17.5602,primary,40.0,5371.0,4.85,149.97306514170072,6471.375342926549,0.0,1.0,0.0,0.0,0.0,0.06635229481184,0.0,0.707578360316,0.00451366010919,0.117999341114,0.244500271592,0.0072660977092,0.0,0.950400531058,1.379400361522568,2.8548217669634,0.03448211970278,none
41,41.0,169.263,primary,41.0,15297.0,38.3793103448276,47.74005760046501,4878.063766106748,6.0,44.0,0.0,1.0,0.0,0.48323280148259,0.0,0.460896595415,0.009883283132536,0.1068611604621,0.254753201996712,0.067104246422037,0.001044032085373,1.35509669367,1.380922663879524,2.847399851823948,0.034527930847391,none
42,42.0,61.064,residential,42.0,15297.0,40.391304347826086,138.32813864231915,4900.122486420626,1.0,44.0,0.0,1.0,0.0,0.545489805073584,0.0,0.59961047804525,0.008265851491911,0.205331089985,0.47168230865225,0.3016810824976,0.001459420445453,1.2251496843775,1.380943478040971,2.847521862261392,0.034526988893564,none
43,43.0,59.2871,residential,43.0,15297.0,33.5,166.2742316980566,4960.014487841378,1.0,21.0,0.0,1.0,0.0,0.443952063261261,0.0,0.464609352939,0.002193037285863,0.40449579078025,0.60535912368725,0.230342275175087,0.001377151673101,1.3449480971875,1.380912692463332,2.847709105210842,0.034525801760033,none
44,44.0,696.987,primary,44.0,5370.999999999999,4.055555555555555,183.43222814657287,6707.821263028,0.0,2.0,0.0,0.0,0.0,0.042857786988759,0.0,0.65242941982775,0.005833821124344,0.113708450133562,0.346665145881425,0.015702236281699,0.0009192501206,1.095975978155562,1.379531619910681,2.854555747767348,0.034483445706172,none
45,45.0,90.2428,residential,45.0,15297.0,25.2,219.56501081529967,5033.608893378082,1.0,5.0,0.0,1.0,0.0,0.364492170458346,0.0,0.48939495776075,0.001818185829256,0.39052002688475,0.5756969478535,0.0467692772088,0.001116189611965,1.3278178540025,1.380877770589156,2.848102152554293,0.034523187446635,none
46,46.0,739.089,primary,46.0,5371.0,7.339285714285714,303.88511221451,6484.061621598318,0.0,1.0,0.0,0.0,0.0,0.099266006456392,0.0,0.668636092220375,0.006408783326663,0.087235692035725,0.49584042109225,0.075910698069474,0.00083105248141,1.151345711313375,1.379332674730609,2.855152813705455,0.034480075463431,none
47,47.0,97.3994,residential,47.0,9683.01564020352,10.791666666666666,377.602504793282,5907.312609383682,0.0,0.0,0.0,2.0,0.0,0.18232524361417,0.0,0.5920832990165,0.00169317406344,0.0820959619731,0.537152935879,0.350240272095,0.000293226127165,1.31857877474,1.378093955466939,2.857082709390413,0.034471635928435,none
48,48.0,178.408,residential,48.0,9403.734211766969,10.321428571428571,443.2537390609648,5930.004434666756,0.0,0.0,0.0,3.0,0.0,0.13301728526391,0.0,0.582914127212,0.016508759647966,0.1373061582268,0.5555401469996,0.3467958406752,0.000180311088102,1.416399336892,1.378093955466939,2.857082709390413,0.034471635928435,none
49,49.0,123.297,residential,49.0,10200.0,17.12,319.7887313719548,5940.189759321614,0.0,1.0,0.0,2.0,0.0,0.26330396288315,0.0,0.6684955642882,0.002382135965736,0.10574509953876,0.3128042044866,0.311470229355,0.000366946300828,1.164921124012,1.378203192542448,2.857030675109718,0.034471551030112,none
50,50.0,88.88379999999998,residential,50.0,10200.0,17.04,339.65521845500945,5917.24126644023,0.0,1.0,0.0,2.0,0.0,0.266622629675294,0.0,0.55136898914025,0.002411256353539,0.060679791921575,0.525989340168,0.34155568831825,0.001297364751977,1.2969903672525,1.378203192542448,2.857030675109718,0.034471551030112,none
51,51.0,310.833,motorway,51.0,6579.0,12.764705882352942,351.29372973099913,3260.85120316892,11.0,1.0,0.0,0.0,0.0,0.650074502944767,0.0,0.560243905309,2.7943806476e-05,0.240461602268,0.556936984542,0.000308854624504,0.00297197089138,1.42619788768,1.381661573967875,2.840380237517027,0.034574146367268,none
52,52.0,726.099,primary,52.0,5627.243368404961,4.625,190.2483979390232,6703.022635420473,0.0,2.0,0.0,0.0,0.0,0.047536055549193,0.0,0.681415260651933,0.00432673075113,0.12609946622416,0.3923076627378,0.056946717311473,0.000261960929656,1.045259342583933,1.379518270665831,2.855001940966609,0.034480369567544,none
53,53.0,70.118,primary,53.0,5371.0,9.0,143.25386632596684,6443.295844255471,0.0,1.0,0.0,0.0,0.0,0.084525457279419,0.0,0.7087394990115,0.004053690347325,0.128929046263,0.2322320432245,0.001463869816115,1.6545674887e-05,0.9720311334225,1.379455716234008,2.855135499788787,0.034479690043979,none
54,54.0,66.8003,motorway,54.0,6579.0,16.181818181818183,307.97483665229913,3075.331617880576,9.0,0.0,0.0,0.0,0.0,0.714750829549447,0.0,0.3097769495954,0.001838040639118,0.1336964067204,0.3550688059,0.035924087293102,0.001803478562689,1.43158642716,1.381702782389075,2.840167550999571,0.034575469108545,none
55,55.0,82.1332,primary,55.0,5370.999999999999,6.695652173913044,252.0004099241009,6391.331251790153,0.0,0.0,0.0,0.0,0.0,0.045100164009763,0.0,0.707388636577667,0.005121805581703,0.120970454081667,0.241020559130333,0.013888631660256,0.000312774535642,0.996926372971333,1.379394816357794,2.855354386265072,0.034478404921693,none
56,56.0,1053.21,primary,56.0,5371.0,7.611111111111111,281.8405446589244,6567.368998631906,0.0,1.0,0.0,0.0,0.0,0.06991499809194,0.0,0.678773376531591,0.007792678615743,0.095362384374136,0.439201383522409,0.043787462162199,0.000991219628157,1.135316672421182,1.379394816357794,2.855354386265072,0.034478404921693,none
57,57.0,589.763,residential,57.0,12607.5,10.958333333333334,355.95661899963034,5588.171724466781,2.0,5.0,0.0,1.0,2.0,0.388929167702842,0.0,0.438672414266333,4.50205771e-05,0.416203632891111,0.645288815448778,0.145005381570633,8.2483253326e-05,1.417347834236667,1.380777526462537,2.849529138951707,0.034513586644123,none
58,58.0,16.1547,primary,58.0,5371.0,8.85,168.67895377664985,6403.610239055147,0.0,1.0,0.0,0.0,0.0,0.079692250545331,0.0,0.7060355680535,0.00395147484469,0.11908988493,0.248597510179,0.001113325727244,0.000184208513743,0.950786722872,1.379459420611102,2.855216513569276,0.034479106272565,none
59,59.0,32.156,primary,59.0,5371.000000000001,6.0,247.85350705490328,6356.336489069161,0.0,0.0,0.0,0.0,0.0,0.033006741064952,0.0,0.708369978939,0.002625982445404,0.130342046899,0.222137944757,0.022882695257,0.000419708619635,0.9689684950355,1.379426971042744,2.855401593093727,0.034477941176228,none
60,60.0,6.94145,primary,60.0,5371.000000000001,5.85,236.9365600187089,6355.049390586626,0.0,0.0,0.0,0.0,0.0,0.035085717387515,0.0,0.725547698607,7.35363328e-07,0.132591891002,0.146958898237,0.0346990733249,0.00083941723927,0.960753777046,1.379433084403622,2.855400174977859,0.034477925941332,none
61,61.0,62.8259,primary,61.0,5371.000000000001,8.173913043478262,206.50330740239733,6372.024748005255,0.0,1.0,0.0,0.0,0.0,0.070178407359447,0.0,0.716443165239,0.002238078289719,0.1253467238095,0.1879017094215,0.018675356280155,0.000643442912275,0.959814456175,1.379458192311945,2.855349951979934,0.034478174936338,none
62,62.0,303.959,residential,62.0,10199.999999999998,24.11764705882353,326.83675304410974,5986.445462903764,0.0,2.0,0.0,2.0,0.0,0.204465677209533,0.0,0.650351487329333,0.004091234730585,0.116630258011278,0.338407930691778,0.27621071510062,0.000204185884161,1.20523719242,1.378458983406683,2.85711540497766,0.034469902609692,none
63,63.0,84.5737,residential,63.0,6272.0,35.5,657.8502448445104,5779.969976950035,2.0,19.0,0.0,6.0,0.0,0.393284878283496,0.0,0.64500629471025,0.06473771060805,0.042513008577275,0.37938670122425,0.07604758412951,0.002373568982962,1.29955496526,1.377808510045159,2.857549461353184,0.03446953652934,none
64,64.0,96.9528,residential,64.0,10200.0,11.652173913043478,382.6806137238655,5831.067156891512,2.0,0.0,0.0,3.0,0.0,0.178308682615559,0.0,0.623852833208,0.00338634812688,0.107779261578,0.543576690283,0.476391984768,0.00010442159262,1.36814109035,1.378079727249795,2.857440114334662,0.034469186477776,none
65,65.0,93.1167,residential,65.0,10199.999999999998,22.541666666666668,287.6905046910122,5852.376339415288,0.0,1.0,0.0,2.0,0.0,0.284546300483212,0.0,0.591953017147,0.012305324814873,0.092345456042933,0.481877997937333,0.361992952334333,0.00171266119164,1.34677859292,1.378189126986916,2.857375863314832,0.034469186639598,none
66,66.0,91.6774,residential,66.0,10200.0,21.13043478260869,332.33599700682964,5842.377108855415,0.0,0.0,0.0,2.0,0.0,0.262187586534593,0.0,0.59661607857225,0.00525178104998,0.11654258636125,0.56892621718325,0.398908790864,0.000757148466913,1.3757626057425,1.378189126986916,2.857375863314832,0.034469186639598,none
67,67.0,27.8838,secondary,67.0,5371.0,7.727272727272728,227.87358015122447,6354.343751971716,0.0,0.0,0.0,0.0,0.0,0.049934585303648,0.0,0.712557995654667,0.002606127635543,0.134595020708,0.19877725331,0.013225893274127,0.000385085262927,0.98173604529,1.379460750816784,2.855444634194536,0.034477499968322,none
68,68.0,40.4015,secondary,68.0,5370.999999999999,8.272727272727273,193.74918247825784,6375.986573693876,0.0,1.0,0.0,0.0,0.0,0.073809272099441,0.0,0.707338631871,0.00447542121611,0.118101556617,0.228844520606,0.00265163923541,0.000447468585279,0.958875135304,1.379479682258865,2.855419456941905,0.034477598652624,none
69,69.0,48.2538,residential,69.0,10200.0,36.69565217391305,228.98948784754563,5877.149661653102,0.0,3.0,0.0,3.0,0.0,0.258721708571547,0.0,0.497780183233,0.003831242940514,0.200807625031667,0.562644734336,0.273777045809333,0.001625643197791,1.506461564243333,1.378445772571371,2.857278336704809,0.034468813672612,none
70,70.0,231.46,residential,70.0,10200.0,32.724137931034484,228.11349213738816,5885.50014771653,0.0,3.0,0.0,4.0,0.0,0.275134800594773,0.0,0.4795861669334,0.009974909403228,0.1512895331326,0.6014832519442,0.42783950129054,0.000734113210654,1.428819078632,1.378445772571371,2.857278336704809,0.034468813672612,none
71,71.0,46.5482,tertiary,71.0,10200.0,31.681818181818183,275.14840723653884,5890.818505651492,0.0,2.0,0.0,1.0,0.0,0.178083133031178,0.0,0.574578097546333,0.0182715726186,0.146228223440667,0.432297487438333,0.1029926781751,0.000522598205321,1.348002569396667,1.378517438611439,2.857256862887107,0.034468669106899,none
72,72.0,55.6156,residential,72.0,10200.0,31.909090909090917,249.93421747311064,5882.952856208361,0.0,2.0,0.0,1.0,0.0,0.216164217614621,0.0,0.5802832913685,0.008979889283686,0.1377453172065,0.4371844666055,0.1869921151215,0.001138158591396,1.36000459913,1.378517438611439,2.857256862887107,0.034468669106899,none
73,73.0,104.396,residential,73.0,6272.000000000001,39.8,609.0127911054079,5710.393161180685,2.0,27.0,0.0,8.0,0.0,0.511063327243147,0.0,0.5850672710372,0.013698348079808,0.02353456795933,0.578559803562,0.16637206083144,0.00425128247364,1.331982630438,1.377787243255718,2.857907244529088,0.034467113422688,none
74,74.0,43.3598,residential,74.0,6272.0,42.65217391304348,628.4325974075891,5685.704149500741,2.0,27.0,0.0,7.0,0.0,0.573171923873948,0.0,0.594970703125,0.0137505588761,0.0137608539627,0.598684067191,0.122424946615,0.00185642472233,1.24573755298,1.377787243255718,2.857907244529088,0.034467113422688,none
75,75.0,97.8071,residential,75.0,10200.0,34.04,187.61663764096468,5792.93287942605,0.0,3.0,0.0,4.0,0.0,0.38065883947449,0.0,0.548604574548,0.002636645213665,0.155654355704,0.5937401373665,0.758544754987,0.002503912132905,1.392658486735,1.378294516413461,2.85771366135651,0.034466381966355,none
76,76.0,101.075,residential,76.0,10199.999999999998,31.65384615384616,236.090585614444,5784.267797538459,0.0,3.0,0.0,4.0,0.0,0.37324395840624,0.0,0.60539061764675,0.004289374294051,0.13202345514875,0.60263647077125,0.234195762937475,0.001696391278,1.3149373062925,1.378294516413461,2.85771366135651,0.034466381966355,none
77,77.0,10.4049,residential,77.0,10200.0,37.333333333333336,180.5794918828708,5750.4106308970495,0.0,3.0,0.0,4.0,0.0,0.471602876459216,0.0,0.558807985849667,0.008139736681107,0.191097642523,0.632379444449333,0.501034805731667,0.001740604998117,1.366335930383333,1.378305424955051,2.857748563655851,0.034466092099271,none
78,78.0,345.918,motorway,78.0,6579.0,13.864864864864863,377.74522796827335,2874.004581372813,11.0,1.0,0.0,0.0,0.0,0.518176300493293,0.0,0.2065940765014,0.002005519637141,0.1019993058169,0.461327526214,0.124194203307875,0.000317493116999,1.45692738259,1.381919490538268,2.839054138720979,0.03458238960161,none
79,79.0,113.475,residential,79.0,10200.0,43.52,154.0168365603577,5811.564423413811,0.0,3.0,0.0,4.0,0.0,0.319261570280737,0.0,0.447509765625,0.0077602892037,0.2380413744826,0.617587323963,0.1957143282446,0.000395919615964,1.59493247865,1.378435618791882,2.857730731191642,0.034465680851786,none
80,80.0,120.827,residential,80.0,10200.0,46.84,148.77926427136347,5797.936235116053,0.0,3.0,0.0,4.0,0.0,0.356623164043472,0.0,0.467400755365,0.009271754988706,0.2093960313912,0.6005223263324,0.322602342747366,0.003095070712534,1.553574535988,1.378435618791882,2.857730731191642,0.034465680851786,none
81,81.0,361.89,residential,81.0,14672.666666666666,16.86111111111111,327.2541983330783,5153.128064971585,1.0,2.0,0.0,0.0,0.0,0.344759158150185,0.0,0.5126356009977,0.004413871305538,0.25202769084143,0.6789748882209,0.067979426520827,0.000198217185147,1.391349806636,1.380956627739054,2.849360338744084,0.034514033310617,none
82,82.0,1013.41,residential,82.0,16122.6,10.588235294117649,440.91585092872896,5624.26929169539,2.0,4.0,0.0,0.0,0.0,0.368260102742912,0.0,0.483667537221353,0.002401566860268,0.325979469347941,0.637238269382647,0.116921985191023,0.000414269093839,1.417911152461765,1.381015717845067,2.84965908525161,0.034511693428017,none
83,83.0,139.121,residential,83.0,6883.102579536096,47.11111111111112,547.206377119946,5703.3558899695445,2.0,32.0,0.0,11.0,0.0,0.532026215439364,0.0,0.64785950442375,0.036026736339875,0.084798422204475,0.458549562997,0.056565197074287,0.002433593014637,1.3547034365775,1.377952808753884,2.858028451998491,0.034465580742354,none
84,84.0,207.959,residential,84.0,6579.000000000002,17.17241379310345,207.7301265637618,3147.452102718516,13.0,2.0,0.0,0.0,0.0,0.539450065830448,0.0,0.560243905309,2.7943806476e-05,0.240461602268,0.556936984542,0.000308854624504,0.00297197089138,1.42619788768,1.381781765893806,2.841390050263547,0.034566564882994,none
85,85.0,376.827,residential,85.0,6579.000000000001,10.891891891891891,285.90189012241115,3315.882786112828,8.0,2.0,0.0,0.0,0.0,0.531540520369931,0.0,0.543017028660608,0.001004153833273,0.21649374940581,0.540309679268512,0.009068992670919,0.002632546013931,1.419973729375671,1.381781765893806,2.841390050263547,0.034566564882994,none
86,86.0,76.0977,residential,86.0,6272.0,49.47826086956522,568.7611802969259,5647.803303061838,2.0,35.0,0.0,10.0,0.0,0.705254758978861,0.0,0.5039889048382,0.011392542827547,0.04830116363892,0.6793780523244,0.1597193071681,0.000886701101281,1.38978768624,1.377867244175705,2.858156621797765,0.034465033835504,none
87,87.0,222.511,residential,87.0,14672.666666666666,17.75,229.93182260266167,5071.381631577926,1.0,1.0,0.0,0.0,0.0,0.343197632871539,0.0,0.532664103680333,0.002403780159701,0.259434098699333,0.556064245531667,0.067088506065717,0.000595337894547,1.448500939276667,1.381031582552495,2.849057440756457,0.034515850074096,none
88,88.0,116.497,residential,88.0,15476.5,16.28,259.7395202743622,5104.69463975401,0.0,1.0,0.0,0.0,0.0,0.363752316647107,0.0,0.4883277249622,0.002837472938621,0.305745393684,0.6624961738108,0.07048486961092,3.5518048758e-05,1.44225568801,1.381035304531096,2.849076301959514,0.034515702382456,none
89,89.0,32.2808,residential,89.0,7088.416406359693,65.42857142857143,473.4101099941721,5644.047674614965,2.0,34.0,0.0,14.0,0.0,0.739386741511797,0.0,0.572568104449,0.018296820092863,0.072547514275867,0.654009852709,0.122343754860183,0.002630149504267,1.4218485804,1.377951798440631,2.858157817380669,0.0344646770903,none
90,90.0,241.727,residential,90.0,15297.0,32.96969696969697,139.55684098680953,4969.7571277693705,1.0,23.0,0.0,2.0,0.0,0.469356439267648,0.0,0.392838758774143,0.003870217196912,0.428862107189857,0.680458467221571,0.053841983995029,0.000548265887211,1.460948302798571,1.381076721795228,2.848782751303079,0.034517591722963,none
91,91.0,84.0443,residential,91.0,15476.5,35.708333333333336,164.3981350745069,5004.991855955784,0.0,16.0,0.0,0.0,0.0,0.439128756026469,0.0,0.489972585655,0.001288111430093,0.367049006573,0.582791219762667,0.0437516202011,0.000412048584966,1.362553984816667,1.381091765704219,2.84885911714239,0.034516993850463,none
92,92.0,237.86,residential,92.0,15297.0,41.6,101.34185365740764,4921.326411815327,1.0,45.0,0.0,2.0,0.0,0.423928419623816,0.0,0.460822905881333,0.003570066398399,0.302511559911667,0.688020377521833,0.248079035510517,0.000646506926143,1.510001174153333,1.38109972009855,2.848610712369925,0.034518704245952,none
93,93.0,47.9405,residential,93.0,17529.0,47.40909090909091,102.95434949211212,4939.039825206973,0.0,38.0,0.0,1.0,0.0,0.497701607751322,0.0,0.410984514229,0.016635389213093,0.350441316045333,0.683548142645667,0.175998162001667,0.000452003325804,1.516073959013333,1.381115519146662,2.848690990103687,0.03451807581085,none
94,94.0,238.867,primary,94.0,15297.0,49.6875,76.32936312839605,4860.960799002284,2.0,70.0,0.0,3.0,0.0,0.460931975295021,0.0,0.59938472150325,0.013980635677477,0.197034169392537,0.4399001667655,0.070804161343563,0.000508825462985,1.2535036368225,1.381127311776031,2.848388140700183,0.034520152455388,none
95,95.0,60.1156,residential,95.0,17529.0,67.5,58.72179789702495,4885.057509795465,1.0,61.0,0.0,2.0,0.0,0.498589388316639,0.0,0.563686692571,0.018316062099942,0.202909538545,0.5363906916045,0.166625075274675,0.000466128429735,1.4337923564125,1.381149968392049,2.848504543279885,0.034519242263662,none
96,96.0,122.218,residential,96.0,10200.0,56.32142857142857,191.85297787591287,5698.506613962672,0.0,11.0,0.0,6.0,0.0,0.473595678697395,0.0,0.6013165209665,0.008765163191843,0.16774924404625,0.491835135139,0.2148217017065,0.000108466090926,1.253457724765,1.378285662676742,2.858204412655268,0.034462974622664,none
97,97.0,209.268,residential,97.0,10200.0,47.96666666666666,311.46646554162106,5715.731944286166,2.0,16.0,0.0,6.0,0.0,0.372022142934521,0.0,0.610391877381473,0.005532226298627,0.136021322877565,0.543565190128667,0.311655711274234,0.000590630106723,1.312049360781275,1.378285662676742,2.858204412655268,0.034462974622664,none
98,98.0,98.5033,residential,98.0,10200.0,56.79166666666666,70.7298065663809,5722.648092026806,0.0,3.0,0.0,4.0,0.0,0.409490398304293,0.0,0.4924992940512,0.003549745858434,0.247859063206,0.6251811614018,0.1449252196734,0.000604983410202,1.50583279988,1.378425634411444,2.858120923840841,0.034462983831022,none
99,99.0,4.04307,residential,99.0,10200.0,62.19047619047619,63.467686115473455,5679.89657764941,0.0,3.0,0.0,4.0,0.0,0.520293414496587,0.0,0.538190359093,0.00359960349209,0.239515189665,0.652480406113,0.118724099458,0.00108649931758,1.40015527904,1.378425207945158,2.858136907342506,0.034462873424679,none
100,100.0,113.766,residential,100.0,10199.999999999998,49.642857142857146,119.1404546766336,5712.5619820835545,0.0,3.0,0.0,4.0,0.0,0.449826758655726,0.0,0.512785210667,0.012292701077747,0.24071934711475,0.6914490660495,0.31900422720675,0.000837762671779,1.4362875319275,1.378425207945158,2.858136907342506,0.034462873424679,none
101,101.0,57.4242,residential,101.0,6732.110422580448,64.82608695652173,460.4574700348877,5605.973428179281,2.0,41.0,0.0,17.0,0.0,0.872033067212514,0.0,0.5068539539015,0.009874826454235,0.0914729474541,0.7601198285895,0.1066639297962,0.001800537109377,1.46569805389,1.377949809424273,2.85838776918509,0.034463071610727,none
102,102.0,11.7948,residential,102.0,10200.0,58.523809523809526,219.4892316119568,5646.758309934269,0.0,11.0,0.0,6.0,0.0,0.500187480814457,0.0,0.583885183351286,0.007180817886142,0.14769156859008,0.539728781195648,0.22580963989749,0.000660682279136,1.298688007079405,1.378298263101785,2.858241273275852,0.034462664042775,none
103,103.0,210.869,tertiary,103.0,10200.0,39.064516129032256,146.3931080812706,5782.178893218804,0.0,3.0,0.0,2.0,0.0,0.276422842883436,0.0,0.574295753045571,0.035629088620114,0.154780639018143,0.472316917294714,0.141899927439743,0.000814887619675,1.386583748798571,1.378496892468424,2.858098669478138,0.034462846423591,none
104,104.0,6.19115,residential,104.0,6271.999999999999,82.34999999999998,453.743616098916,5579.033913855582,2.0,40.0,0.0,17.0,0.0,0.999843834640942,0.0,0.476380865258,0.00606895354857,0.121982068901,0.722833208109,0.170369594685,0.000979503953313,1.49489046662,1.377949586677608,2.858412564788766,0.034462898526637,none
105,105.0,77.7556,residential,105.0,6272.0,74.0,491.9823482085407,5600.214333071968,2.0,40.0,0.0,17.0,0.0,0.859817255675761,0.0,0.419730925656,0.003633185084079,0.0584351566422,0.744971377482,0.262587514233667,0.000497350731049,1.44642887814,1.377949586677608,2.858412564788766,0.034462898526637,none
106,106.0,12.8248,residential,106.0,10200.0,62.19047619047619,66.37311705596828,5673.03587969208,0.0,3.0,0.0,4.0,0.0,0.509143646163158,0.0,0.53946989128375,0.000919204160391,0.0798494270049,0.64119802290025,0.030155621383534,0.001603551657805,1.40777508674,1.378423259775158,2.858185770487812,0.034462538556516,none
107,107.0,73.20099999999998,residential,107.0,7281.310594798805,69.6086956521739,432.37747975068777,5607.523654434206,2.0,52.0,0.0,17.0,1.0,0.812824142281329,0.0,0.469241467824333,0.009447948042153,0.0639297914315,0.77746204839,0.196736979187467,0.001694031987327,1.43604630521,1.378029215732606,2.858403517011506,0.03446263395503,none
